Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
XAX03516,Human rotavirus A,GenBank,,OR194188,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/2112Y592/2021/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2021
XAX03517,Human rotavirus A,GenBank,,OR194189,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/2211Y191/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03518,Human rotavirus A,GenBank,,OR194190,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/2211Y193/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03519,Human rotavirus A,GenBank,,OR194191,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/2211Y195/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03520,Human rotavirus A,GenBank,,OR194192,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/2215Y095/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03521,Human rotavirus A,GenBank,,OR194193,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/2215Y099/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03522,Human rotavirus A,GenBank,,OR194194,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22022001/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03523,Human rotavirus A,GenBank,,OR194195,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22022004/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03524,Human rotavirus A,GenBank,,OR194196,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22022011/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03525,Human rotavirus A,GenBank,,OR194197,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22022018/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03526,Human rotavirus A,GenBank,,OR194198,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22022032/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03527,Human rotavirus A,GenBank,,OR194199,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22051003/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03528,Human rotavirus A,GenBank,,OR194200,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22051019/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03529,Human rotavirus A,GenBank,,OR194201,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22051026/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03530,Human rotavirus A,GenBank,,OR194202,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22051032/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03531,Human rotavirus A,GenBank,,OR194203,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22051036/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03532,Human rotavirus A,GenBank,,OR194204,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22111070/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03533,Human rotavirus A,GenBank,,OR194205,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22111089/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03534,Human rotavirus A,GenBank,,OR194206,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22112046/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03535,Human rotavirus A,GenBank,,OR194207,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121018/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03536,Human rotavirus A,GenBank,,OR194208,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121021/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03537,Human rotavirus A,GenBank,,OR194209,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121033/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03538,Human rotavirus A,GenBank,,OR194210,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121036/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03539,Human rotavirus A,GenBank,,OR194211,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121049/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03540,Human rotavirus A,GenBank,,OR194212,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121050/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03541,Human rotavirus A,GenBank,,OR194213,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121057/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03542,Human rotavirus A,GenBank,,OR194214,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121058/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03543,Human rotavirus A,GenBank,,OR194215,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22121061/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03544,Human rotavirus A,GenBank,,OR194216,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22160301/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03545,Human rotavirus A,GenBank,,OR194217,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22160302/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03546,Human rotavirus A,GenBank,,OR194218,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22160303/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03547,Human rotavirus A,GenBank,,OR194219,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22160305/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03548,Human rotavirus A,GenBank,,OR194220,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22160307/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
XAX03549,Human rotavirus A,GenBank,,OR194221,"Shen,L., Li,W., Yan,H., Gao,Z.",2024-08-22,RVA/Human-wt/CHN/22160308/2022/G8,Rotavirus A,280,VP7,China,,Homo sapiens,feces,2022
BET04075,Rotavirus A,GenBank,,LC779976,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-02
BET04076,Rotavirus A,GenBank,,LC779977,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-06
BET04079,Rotavirus A,GenBank,,LC779980,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-03
BET04080,Rotavirus A,GenBank,,LC779981,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-04
BET04081,Rotavirus A,GenBank,,LC779982,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-04
BET04082,Rotavirus A,GenBank,,LC779983,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-04
BET04083,Rotavirus A,GenBank,,LC779984,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-04
BET04084,Rotavirus A,GenBank,,LC779985,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-04
BET04085,Rotavirus A,GenBank,,LC779986,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-04
BET04086,Rotavirus A,GenBank,,LC779987,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-05
BET04087,Rotavirus A,GenBank,,LC779988,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-05
BET04088,Rotavirus A,GenBank,,LC779989,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-05
BET04089,Rotavirus A,GenBank,,LC779990,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-05
BET04090,Rotavirus A,GenBank,,LC779991,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-06
BET04106,Rotavirus A,GenBank,,LC780007,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-01
BET04107,Rotavirus A,GenBank,,LC780008,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-02
BET04108,Rotavirus A,GenBank,,LC780009,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-03
BET04109,Rotavirus A,GenBank,,LC780010,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-03
BET04110,Rotavirus A,GenBank,,LC780011,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-04
BET04111,Rotavirus A,GenBank,,LC780012,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-05
BET04112,Rotavirus A,GenBank,,LC780013,"Kumazaki,M., Usuku,S.",2024-04-03,,Rotavirus A,280,outer capsid protein VP7,Japan: Yokohama,,Homo sapiens,feces,2019-06
WXH84661,Rotavirus A,GenBank,,PP475723,"Velikzhanina,E.I., Sashina,T.A., Morozova,O.V., Kashnikov,A.Y., Epifanova,N.V., Novikova,N.A.",2024-03-27,RVA/Human-wt/RUS/NN2619-22/2022/G3P[9],Rotavirus A,280,outer capsid glycoprotein VP4,Russia,,Homo sapiens,feces,2022
WVE62723,Rotavirus A,GenBank,,PP106048,"Sashina,T.A., Morozova,O.V., Velikzhanina,E.I., Epifanova,N.V., Kashinkov,A.U., Novikova,N.A.",2024-02-02,RVA/Human-wt/RUS/NN2738-21/2021/G6P[9],Rotavirus A,280,outer capsid glycoprotein VP7,Russia,,Homo sapiens,feces,2021
WVE62724,Rotavirus A,GenBank,,PP106049,"Sashina,T.A., Morozova,O.V., Velikzhanina,E.I., Epifanova,N.V., Kashinkov,A.U., Novikova,N.A.",2024-02-02,RVA/Human-wt/RUS/NN2853-21/2021/G3P[9],Rotavirus A,280,outer capsid glycoprotein VP7,Russia,,Homo sapiens,feces,2021
WVE62725,Rotavirus A,GenBank,,PP106050,"Sashina,T.A., Morozova,O.V., Velikzhanina,E.I., Epifanova,N.V., Kashinkov,A.U., Novikova,N.A.",2024-02-02,RVA/Human-wt/RUS/NN2876-21/2021/G3P[8],Rotavirus A,280,outer capsid glycoprotein VP7,Russia,,Homo sapiens,feces,2021
WVE62727,Rotavirus A,GenBank,,PP106052,"Sashina,T.A., Morozova,O.V., Velikzhanina,E.I., Epifanova,N.V., Kashinkov,A.U., Novikova,N.A.",2024-02-02,RVA/Human-wt/RUS/NN2879-21/2021/G9P[4],Rotavirus A,280,outer capsid glycoprotein VP7,Russia,,Homo sapiens,feces,2021
WVE62728,Rotavirus A,GenBank,,PP106053,"Sashina,T.A., Morozova,O.V., Velikzhanina,E.I., Epifanova,N.V., Kashinkov,A.U., Novikova,N.A.",2024-02-02,RVA/Human-wt/RUS/NN2880-21/2021/G9P[8],Rotavirus A,280,outer capsid glycoprotein VP7,Russia,,Homo sapiens,feces,2021
WNS64694,Rotavirus A,GenBank,,OR474409,"Sashina,T.A., Morozova,O.V., Velikzhanina,E.I., Epifanova,N.V., Novikova,N.A.",2023-10-08,RVA/Human-wt/RUS/NN49-23/2023/G9P[8],Rotavirus A,280,Outer capsid glycoprotein VP7,Russia,,Homo sapiens,feces,2023
WNS64742,Rotavirus A,GenBank,,OR474457,"Sashina,T.A., Morozova,O.V., Velikzhanina,E.I., Epifanova,N.V., Novikova,N.A.",2023-10-08,RVA/Human-wt/RUS/NN155-23/2023/G4P[8],Rotavirus A,280,Outer capsid spike protein VP4,Russia,,Homo sapiens,feces,2023
WMM34773,Rotavirus A,GenBank,,OR133458,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-KGH7526/2020/G9P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2020
WMM34774,Rotavirus A,GenBank,,OR133459,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-KGH7644/2020/G12P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2020
WMM34775,Rotavirus A,GenBank,,OR133460,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-KGH7757/2020/G12P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2020
WMM34776,Rotavirus A,GenBank,,OR133461,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-NICH11624/2018/G9P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2018
WMM34777,Rotavirus A,GenBank,,OR133462,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-NICH11639/2018/G9P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2018
WMM34778,Rotavirus A,GenBank,,OR133463,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-CHL10266/2018/G12P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2018
WMM34779,Rotavirus A,GenBank,,OR133464,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-CHL11156/2020/G9P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2020
WMM34780,Rotavirus A,GenBank,,OR133465,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-MHL4805/2018/G1P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2018
WMM34781,Rotavirus A,GenBank,,OR133466,"Usman,M., Rana,M.S., Javed,A.",2023-09-03,RVA-wt-PAK-NIH-MHL5320/2019/G12P[6],Rotavirus A,280,outer capsid protein,Pakistan,,Homo sapiens,feces,2019
WLG17170,Rotavirus A,GenBank,,OQ847444,"Souza,K.L., Lobo,P.S., Linhares,A.C., Mascarenhas,J.D.P., Bezerra,D.A.M., Siqueira,J.A.M., Teixeira,D.M., Resque,H.R., Soares,L.S., Guerra,S.F.S.",2023-08-13,,Rotavirus A,280,NSP2,Brazil,,Homo sapiens,feces,2019-06-12
WJN61887,Rotavirus A,GenBank,,OQ383142,"Omatola,C.A., Olaniran,A.O.",2023-07-04,59C,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61888,Rotavirus A,GenBank,,OQ383143,"Omatola,C.A., Olaniran,A.O.",2023-07-04,57C,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61889,Rotavirus A,GenBank,,OQ383144,"Omatola,C.A., Olaniran,A.O.",2023-07-04,54H,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61890,Rotavirus A,GenBank,,OQ383145,"Omatola,C.A., Olaniran,A.O.",2023-07-04,53H,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61891,Rotavirus A,GenBank,,OQ383146,"Omatola,C.A., Olaniran,A.O.",2023-07-04,48C,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61892,Rotavirus A,GenBank,,OQ383147,"Omatola,C.A., Olaniran,A.O.",2023-07-04,48L,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61893,Rotavirus A,GenBank,,OQ383148,"Omatola,C.A., Olaniran,A.O.",2023-07-04,42L,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61894,Rotavirus A,GenBank,,OQ383149,"Omatola,C.A., Olaniran,A.O.",2023-07-04,24C,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61895,Rotavirus A,GenBank,,OQ383150,"Omatola,C.A., Olaniran,A.O.",2023-07-04,24H,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61896,Rotavirus A,GenBank,,OQ383151,"Omatola,C.A., Olaniran,A.O.",2023-07-04,14L,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61897,Rotavirus A,GenBank,,OQ383152,"Omatola,C.A., Olaniran,A.O.",2023-07-04,13L,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61898,Rotavirus A,GenBank,,OQ383153,"Omatola,C.A., Olaniran,A.O.",2023-07-04,3C,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61899,Rotavirus A,GenBank,,OQ383154,"Omatola,C.A., Olaniran,A.O.",2023-07-04,1C,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61900,Rotavirus A,GenBank,,OQ383155,"Omatola,C.A., Olaniran,A.O.",2023-07-04,1L,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WJN61901,Rotavirus A,GenBank,,OQ383156,"Omatola,C.A., Olaniran,A.O.",2023-07-04,C,Rotavirus A,280,outer capsid glycoprotein VP7,South Africa,,,,2021
WHA03933,Human rotavirus A,GenBank,,OQ789876,"Fallah,T., Alebouyeh,M., Mansour Ghanaie,R., Karimi,A.",2023-05-16,A/RVA/human-wt/IRN/26/2022/G9P[6],Rotavirus A,280,outer capsid protein VP4,Iran,,Homo sapiens,,2022
WHA03951,Human rotavirus A,GenBank,,OQ789894,"Fallah,T., Alebouyeh,M., Mansour Ghanaie,R., Karimi,A.",2023-05-16,A/RVA/human-wt/IRN/201/2022/G4P[8],Rotavirus A,280,outer capsid protein VP4,Iran,,Homo sapiens,,2022
WFI63152,Rotavirus A,GenBank,,OQ161694,"Althof,N., Trojnar,E., Johne,R.",2023-04-11,RVA/Wild boar-wt/GER/489/2019/G3P[13],Rotavirus A,280,VP7,Germany,,Sus scrofa,feces,2019
WFI63153,Rotavirus A,GenBank,,OQ161695,"Althof,N., Trojnar,E., Johne,R.",2023-04-11,RVA/Wild boar-wt/GER/490/2019/G3P[13],Rotavirus A,280,VP7,Germany,,Sus scrofa,feces,2019
WFI63156,Rotavirus A,GenBank,,OQ161698,"Althof,N., Trojnar,E., Johne,R.",2023-04-11,RVA/Fallow deer-wt/GER/292/2021/G3P[3],Rotavirus A,280,VP7,Germany,,Dama dama,feces,2021
WDA65684,Rotavirus A,GenBank,,ON525323,"Bonura,F., Mangiaracina,L., Filizzolo,C., Bonura,C., Martella,V., Ciarlet,M., Giammanco,G.M., De Grazia,S.",2023-02-15,RVA/Human-wt/ITA/PA483-16/2016/VP7/G9P8,Rotavirus A,280,VP7,Italy,,Homo sapiens,feces,2020
WCL39581,Rotavirus A,GenBank,,ON377071,"Reju,S., Selvarajan,S., Khakha,S.A., Varghese,T., Palani,G., Kang,G., Srikanth,P.",2023-02-08,SRMC_NRV1897,Rotavirus A,280,RNA capping protein VP3,India,,Homo sapiens,feces,2018
WCF05431,Porcine rotavirus A,GenBank,,OP454319,"Ran,T.",2023-02-04,19-2,Rotavirus A,280,VP4,China: Jiangsu,,Sus scrofa,feces,2019-10-15
WBR62910,Porcine rotavirus,GenBank,,OP345000,"Park,G.N., Kim,D.I., Choe,S., Shin,J., An,B.H., Kim,K.S., Hyun,B.H., Lee,J.S., An,D.J., Park,G.-N., An,B.-H., Kim,K.-S., Song,S., Hyun,B.-H., An,D.-J.",2023-01-18,RVA/Porcine/KOR/JB-371/2018,Rotavirus C,280,outer capsid protein VP4,South Korea,,Sus scrofa,feces,2018
WAJ59569,Rotavirus A,GenBank,,OM471837,"Malakalinga,J.J., Kazwala,R.R., Msalya,G., Misinzo,G., Shayo,M.J.",2022-12-12,IP071P,Rotavirus A,280,outer capsid spike protein VP4,Tanzania,,Sus scrofa,feces,2019-04-02
UXK32602,Rotavirus A,GenBank,,OP136969,"Brnic,D., Colic,D., Kunic,V., Maltar-Strmecki,N., Kresic,N., Konjevic,D., Bujanic,M., Bacani,I., Hizman,D., Jemersic,L.",2022-10-01,,Rotavirus A,280,structural protein VP7,Croatia,,Sus scrofa,feces,2018
UPV00573,Human rotavirus A,GenBank,,OK334645,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/BCH-10409/2018/G2P4,Rotavirus A,280,glycoprotein VP7,India,,Homo sapiens,feces,2018
UPV00575,Human rotavirus A,GenBank,,OK334647,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/BCH-9006/2018/G1P6,Rotavirus A,280,glycoprotein VP7,India,,Homo sapiens,feces,2018
UPV00579,Human rotavirus A,GenBank,,OK334651,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/BCH-10177/2018/G1P8,Rotavirus A,280,glycoprotein VP7,India,,Homo sapiens,feces,2018
UPV00581,Human rotavirus A,GenBank,,OK334653,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/BCH-10239/2018/G1P8,Rotavirus A,280,glycoprotein VP7,India,,Homo sapiens,feces,2018
UPV00582,Human rotavirus A,GenBank,,OK334654,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/BCH-10492/2019/G1P8,Rotavirus A,280,glycoprotein VP7,India,,Homo sapiens,feces,2019
UPV00593,Human rotavirus A,GenBank,,OK334665,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M., Banerjee,A.",2022-05-08,RVA/Human-wt/IND/IDH-11150/2018/G9P4,Rotavirus A,280,glycoprotein VP7,India,,Homo sapiens,feces,2018
UPV00694,Human rotavirus A,GenBank,,OK334766,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/NIC-RV-0916/2018/G1P8,Rotavirus A,280,protease-sensitive protein VP4,India,,Homo sapiens,feces,2018
UPV00696,Human rotavirus A,GenBank,,OK334768,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/NIC-RV-0933/2018/G3P8,Rotavirus A,280,protease-sensitive protein VP4,India,,Homo sapiens,feces,2018
UPV00711,Human rotavirus A,GenBank,,OK334783,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/NIC-RV-1109/2019/G3P8,Rotavirus A,280,protease-sensitive protein VP4,India,,Homo sapiens,feces,2019
UPV00714,Human rotavirus A,GenBank,,OK334786,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/NIC-RV-1134/2019/G3P8,Rotavirus A,280,protease-sensitive protein VP4,India,,Homo sapiens,feces,2018
UPV00717,Human rotavirus A,GenBank,,OK334789,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/NIC-RV-1263/2019/G3P8,Rotavirus A,280,protease-sensitive protein VP4,India,,Homo sapiens,feces,2019
UPV00719,Human rotavirus A,GenBank,,OK334791,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/NIC-RV-1280/2019/G3P8,Rotavirus A,280,protease-sensitive protein VP4,India,,Homo sapiens,feces,2019
UPV00727,Human rotavirus A,GenBank,,OK334799,"Mitra,S., Lo,M., Saha,R., Deb,A.K., Debnath,F., Miyoshi,S.I., Dutta,S., Chawla-Sarkar,M.",2022-05-08,RVA/Human-wt/IND/NIC-RV-1318/2019/G3P8,Rotavirus A,280,protease-sensitive protein VP4,India,,Homo sapiens,feces,2019
ULF48065,Rotavirus A,GenBank,,OM450972,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.",2022-02-23,SD-MO3,Rotavirus A,280,NSP3,China,,Nyctereutes procyonoides,,2021
